"X1","Kingdom","Phylum","Class","Order","Family","Genus","Species","spore","temp"
"ASV952","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium",NA,NA,NA
"ASV955","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",NA,NA,NA
"ASV961","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","haematophila",NA,NA
"ASV965","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","tangshanensis",NA,NA
"ASV967","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","mucosissima",NA,NA
"ASV974","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA,NA,NA
"ASV976","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","mucilaginosa",NA,NA
"ASV997","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","brevis",NA,NA
"ASV1004","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","jeotgali",NA,NA
"ASV1009","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia",NA,NA,NA
"ASV1010","Eukaryota","Mucoromycota","Incertae_Sedis","Mucorales","Cunninghamellaceae","Absidia",NA,NA,NA
"ASV1011","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus",NA,NA,NA
"ASV1016","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA,NA,NA
"ASV1017","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","elegans",NA,NA
"ASV1020","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Archangium",NA,NA,NA
"ASV1028","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella","aluminiidurans",NA,NA
"ASV1029","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","disporicum",NA,NA
"ASV1030","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",NA,NA,NA
"ASV1031","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces","mongolensis",NA,NA
"ASV1032","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA,NA,NA
"ASV1033","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","niacini",NA,NA
"ASV1034","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas",NA,NA,NA
"ASV1035","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","faecium",NA,NA
"ASV1040","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_10",NA,NA,NA
"ASV1041","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CENA595",NA,NA,NA
"ASV1042","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis",NA,NA
"ASV1051","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus","bolidensis",NA,NA
"ASV1052","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA,NA,NA
"ASV1053","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis",NA,NA
"ASV1056","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter",NA,NA,NA
"ASV1058","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus",NA,NA,NA
"ASV1062","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","fusiformis",NA,NA
"ASV1064","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","kroppenstedtii",NA,NA
"ASV1065","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",NA,NA,NA
"ASV1067","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","indicireducens",NA,NA
"ASV1077","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA,NA,NA
"ASV1078","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum",NA,NA,NA
"ASV1091","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinicoccus",NA,NA,NA
"ASV1092","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","aerophilus",NA,NA
"ASV1094","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia",NA,NA,NA
"ASV1097","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia",NA,NA,NA
"ASV1100","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",NA,NA,NA
"ASV1101","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",NA,NA,NA
"ASV1105","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Haloactinopolyspora",NA,NA,NA
"ASV1106","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,NA,NA
"ASV1110","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium",NA,NA,NA
"ASV1115","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","vaginalis",NA,NA
"ASV1116","Bacteria","Firmicutes","Bacilli","Bacillales","Family_X","Thermicanus",NA,NA,NA
"ASV1126","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","obesi",NA,NA
"ASV1131","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA,NA,NA
"ASV1140","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus",NA,NA
"ASV1145","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus",NA,NA,NA
"ASV1146","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Oceanobacter",NA,NA,NA
"ASV1150","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003",NA,NA,NA
"ASV1168","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2",NA,NA,NA
"ASV1174","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Laceyella",NA,NA,NA
"ASV1176","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter",NA,NA,NA
"ASV1177","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Streptomonospora",NA,NA,NA
"ASV1181","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",NA,NA,NA
"ASV1185","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA,NA,NA
"ASV1197","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","salyersiae",NA,NA
"ASV1208","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA,NA,NA
"ASV1210","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincola",NA,NA,NA
"ASV1215","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","nishinomiyaensis",NA,NA
"ASV1220","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium",NA,NA,NA
"ASV1225","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA,NA,NA
"ASV1227","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","buccalis",NA,NA
"ASV1228","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera","aquimaris",NA,NA
"ASV1233","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA,NA,NA
"ASV1234","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",NA,NA,NA
"ASV1243","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1",NA,NA,NA
"ASV1250","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,NA,NA
"ASV1259","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","arenarius",NA,NA
"ASV1266","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA,NA,NA
"ASV1267","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum","rodentium",NA,NA
"ASV1269","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella","hathewayi",NA,NA
"ASV1273","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Libanicoccus",NA,NA,NA
"ASV1277","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA,NA,NA
"ASV1281","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces",NA,NA,NA
"ASV1284","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA,NA,NA
"ASV1288","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA,NA,NA
"ASV1290","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter",NA,NA,NA
"ASV1306","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter",NA,NA,NA
"ASV1314","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225",NA,NA,NA
"ASV1316","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA,NA,NA
"ASV1320","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","debilis",NA,NA
"ASV1323","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bhargavaea",NA,NA,NA
"ASV1329","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","carnosum",NA,NA
"ASV1333","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA,NA
"ASV1340","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oxalicibacterium",NA,NA,NA
"ASV1343","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella",NA,NA,NA
"ASV1363","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","butyricum",NA,NA
"ASV1367","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens",NA,NA
"ASV1369","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","DTU089",NA,NA,NA
"ASV1372","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","lacusekhoensis",NA,NA
"ASV1374","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","oxalidis",NA,NA
"ASV1382","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilus",NA,NA,NA
"ASV1383","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","atypica",NA,NA
"ASV1390","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum",NA,NA,NA
"ASV1391","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya_PCC-6306",NA,NA,NA
"ASV1395","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","balearica",NA,NA
"ASV1397","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","caeni",NA,NA
"ASV1398","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca","piscinae",NA,NA
"ASV1401","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas",NA,NA,NA
"ASV1412","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Kytococcus","sedentarius",NA,NA
"ASV1415","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",NA,NA,NA
"ASV1416","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio",NA,NA,NA
"ASV1418","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","ravenspurgense",NA,NA
"ASV1428","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","mobile",NA,NA
"ASV1430","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella",NA,NA,NA
"ASV1431","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA,NA,NA
"ASV1432","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA,NA,NA
"ASV1433","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia","mirabilis",NA,NA
"ASV1435","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA,NA,NA
"ASV1436","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma",NA,NA,NA
"ASV1444","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Actinopolymorpha",NA,NA,NA
"ASV1446","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter",NA,NA,NA
"ASV1449","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Azohydromonas","australica",NA,NA
"ASV1451","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA,NA,NA
"ASV1453","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Chroococcidiopsis_SAG_2023",NA,NA,NA
"ASV1469","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter",NA,NA,NA
"ASV1471","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","arsenica",NA,NA
"ASV1487","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","solisilvae",NA,NA
"ASV1498","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA,NA,NA
"ASV1503","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nigrescens",NA,NA
"ASV1504","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","gingivalis",NA,NA
"ASV1505","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga","flava",NA,NA
"ASV1519","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","champanellensis",NA,NA
"ASV1521","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Sarcina",NA,NA,NA
"ASV1529","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ludipueritiae",NA,NA
"ASV1544","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","parvus",NA,NA
"ASV1549","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","yanoikuyae",NA,NA
"ASV1554","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","roseum",NA,NA
"ASV1560","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_13",NA,NA,NA
"ASV1569","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","massiliensis",NA,NA
"ASV1571","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus_Nitrocosmicus",NA,NA,NA
"ASV1572","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Undibacterium",NA,NA,NA
"ASV1590","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Novibacillus","thermophilus",NA,NA
"ASV1596","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","albogilva",NA,NA
"ASV1597","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Pseudactinotalea",NA,NA,NA
"ASV1598","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sphaerophysae",NA,NA
"ASV1599","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA,NA,NA
"ASV1600","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Kineosphaera",NA,NA,NA
"ASV1601","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter",NA,NA,NA
"ASV1617","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina",NA,NA,NA
"ASV1621","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA,NA,NA
"ASV1622","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Sulfuritalea",NA,NA,NA
"ASV1627","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA,NA,NA
"ASV1628","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldalkalibacillus","thermarum",NA,NA
"ASV1632","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK3A20_group",NA,NA,NA
"ASV1635","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus",NA,NA,NA
"ASV1636","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","vinacea",NA,NA
"ASV1639","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",NA,NA,NA
"ASV1644","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","lylae",NA,NA
"ASV1645","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",NA,NA,NA
"ASV1649","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cesiribacter","andamanensis",NA,NA
"ASV1651","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Denitrobacterium",NA,NA,NA
"ASV1665","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA,NA,NA
"ASV1666","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","sabuli",NA,NA
"ASV1668","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","cangingivalis",NA,NA
"ASV1669","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA,NA,NA
"ASV1670","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Kingella",NA,NA,NA
"ASV1675","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus",NA,NA,NA
"ASV1677","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii",NA,NA
"ASV1680","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,NA
"ASV1685","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","aveniformis",NA,NA
"ASV1687","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004",NA,NA,NA
"ASV1693","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc_PCC-73102",NA,NA,NA
"ASV1695","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA,NA,NA
"ASV1697","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","pectinoschiza",NA,NA
"ASV1702","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","koreensis",NA,NA
"ASV1703","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon",NA,NA,NA
"ASV1710","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","xanthii",NA,NA
"ASV1717","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aquamicrobium",NA,NA,NA
"ASV1718","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus",NA,NA,NA
"ASV1720","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus",NA,NA,NA
"ASV1739","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus",NA,NA,NA
"ASV1748","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","E1B-B3-114",NA,NA,NA
"ASV1750","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA,NA,NA
"ASV1754","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella",NA,NA,NA
"ASV1760","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","amyloliquefaciens",NA,NA
"ASV1763","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Kingella","oralis",NA,NA
"ASV1764","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","lipophiloflavum",NA,NA
"ASV1766","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus","silvanus",NA,NA
"ASV1787","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga","palleronii",NA,NA
"ASV1788","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas",NA,NA,NA
"ASV1793","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","komagatae",NA,NA
"ASV1799","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","glaucum",NA,NA
"ASV1800","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,NA,NA
"ASV1803","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA,NA,NA
"ASV1811","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Leptothrix",NA,NA,NA
"ASV1813","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","flavescens",NA,NA
"ASV1816","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter",NA,NA,NA
"ASV1824","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus",NA,NA,NA
"ASV1828","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Lonsdalea",NA,NA,NA
"ASV1829","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter",NA,NA,NA
"ASV1830","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","terrae",NA,NA
"ASV1840","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","paraputrificum",NA,NA
"ASV1846","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","creatinolyticus",NA,NA
"ASV1849","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,NA,NA
"ASV1856","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas",NA,NA,NA
"ASV1857","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Allostreptomyces",NA,NA,NA
"ASV1861","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","baroniae",NA,NA
"ASV1862","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",NA,NA,NA
"ASV1867","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",NA,NA,NA
"ASV1871","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","eurypsychrophila",NA,NA
"ASV1878","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","resiniphila",NA,NA
"ASV1888","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera",NA,NA,NA
"ASV1889","Bacteria","Bacteroidetes","Rhodothermia","Balneolales","Balneolaceae","Aliifodinibius",NA,NA,NA
"ASV1894","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA,NA,NA
